Transaction_ID,Client_ID,Product_ID,Quantity,Transaction
428,628,744,4,09:47:27 01/25/2010
429,73,16,7,10:54:28 01/25/2010
430,374,145,3,12:12:42 01/25/2010
431,536,110,10,14:50:08 01/25/2010
432,167,368,10,16:09:48 01/25/2010
433,254,658,2,18:33:43 01/25/2010
434,911,167,5,20:22:19 01/25/2010
435,605,123,1,22:44:29 01/25/2010
436,420,110,10,00:12:29 01/26/2010
437,11,201,7,02:00:50 01/26/2010
438,165,379,3,04:02:04 01/26/2010
439,686,223,1,06:43:47 01/26/2010
440,898,423,8,07:05:15 01/26/2010
441,856,271,2,07:43:04 01/26/2010
442,444,562,6,08:50:37 01/26/2010
443,66,914,8,09:03:53 01/26/2010
444,18,28,10,10:26:37 01/26/2010
445,279,563,9,11:18:43 01/26/2010
446,409,781,1,12:56:05 01/26/2010
447,388,747,9,15:12:08 01/26/2010
448,601,635,3,15:52:34 01/26/2010
449,645,193,2,16:09:52 01/26/2010
450,11,394,9,17:58:39 01/26/2010
451,598,357,6,18:19:34 01/26/2010
452,861,81,6,19:36:37 01/26/2010
453,70,705,7,21:46:56 01/26/2010
454,50,808,4,22:44:11 01/26/2010
455,637,142,4,23:26:18 01/26/2010
456,903,723,10,01:43:22 01/27/2010
457,439,249,1,03:35:38 01/27/2010
458,717,752,1,04:07:59 01/27/2010
459,757,234,5,04:21:29 01/27/2010
460,8,649,7,05:08:41 01/27/2010
461,89,921,2,05:26:24 01/27/2010
462,244,30,7,06:46:06 01/27/2010
463,292,961,3,08:36:23 01/27/2010
464,918,770,6,10:59:25 01/27/2010
465,230,536,2,12:10:47 01/27/2010
466,536,76,10,13:57:40 01/27/2010
467,252,845,5,14:22:22 01/27/2010
468,746,308,7,15:20:57 01/27/2010
469,810,600,5,16:06:08 01/27/2010
470,148,708,7,16:56:28 01/27/2010
471,397,160,8,19:28:19 01/27/2010
472,759,333,10,20:35:32 01/27/2010
473,721,73,4,21:52:21 01/27/2010
474,461,585,5,22:45:30 01/27/2010
475,43,732,10,22:53:41 01/27/2010
476,619,748,1,00:56:27 01/28/2010
477,969,251,1,02:04:14 01/28/2010
478,793,146,4,03:34:03 01/28/2010
479,11,998,1,05:07:05 01/28/2010
480,599,772,1,06:01:35 01/28/2010
481,776,220,9,08:25:08 01/28/2010
482,579,756,8,10:59:34 01/28/2010
483,677,813,4,13:32:08 01/28/2010
484,451,701,5,14:23:55 01/28/2010
485,366,214,8,16:12:28 01/28/2010
486,261,414,1,17:52:46 01/28/2010
487,555,388,8,20:26:23 01/28/2010
488,442,970,5,23:01:34 01/28/2010
489,56,880,4,23:56:42 01/28/2010
490,965,628,2,01:18:54 01/29/2010
491,857,698,1,01:29:13 01/29/2010
492,596,210,3,02:06:27 01/29/2010
493,231,113,6,02:18:20 01/29/2010
494,868,725,1,05:04:53 01/29/2010
495,420,540,1,06:44:43 01/29/2010
496,666,204,7,08:26:53 01/29/2010
497,978,298,4,09:53:38 01/29/2010
498,729,928,4,11:14:33 01/29/2010
499,144,984,2,13:45:15 01/29/2010
500,555,998,10,16:03:26 01/29/2010
501,785,409,8,18:41:43 01/29/2010
502,809,574,4,20:14:45 01/29/2010
503,249,483,9,22:43:42 01/29/2010
504,843,331,3,22:50:56 01/29/2010
505,270,929,3,01:22:17 01/30/2010
506,859,222,2,02:32:57 01/30/2010
507,876,588,9,05:03:29 01/30/2010
508,849,118,6,05:18:06 01/30/2010
509,243,167,6,06:25:08 01/30/2010
510,86,247,8,07:34:22 01/30/2010
511,585,786,6,08:40:26 01/30/2010
512,932,146,3,10:22:55 01/30/2010
513,843,236,1,11:11:14 01/30/2010
514,697,529,4,13:34:34 01/30/2010
515,993,417,1,13:54:10 01/30/2010
516,642,816,10,16:01:34 01/30/2010
517,653,403,9,16:24:55 01/30/2010
518,904,886,4,18:59:15 01/30/2010
519,337,699,2,21:12:11 01/30/2010
520,611,77,3,22:09:34 01/30/2010
521,545,649,8,23:15:46 01/30/2010
522,437,487,2,23:19:56 01/30/2010
523,426,540,5,01:26:55 02/01/2010
524,229,57,8,02:41:00 02/01/2010
525,365,610,10,03:47:31 02/01/2010
526,494,771,9,05:36:40 02/01/2010
527,787,386,4,05:38:32 02/01/2010
528,502,113,2,06:04:32 02/01/2010
529,770,204,6,08:20:53 02/01/2010
530,751,410,2,08:50:06 02/01/2010
531,457,60,9,11:18:13 02/01/2010
532,55,456,3,13:27:43 02/01/2010
533,237,136,4,16:07:53 02/01/2010
534,22,806,10,17:21:15 02/01/2010
535,534,802,1,19:25:21 02/01/2010
536,776,57,7,21:02:57 02/01/2010
537,986,137,8,21:05:22 02/01/2010
538,987,839,6,23:00:49 02/01/2010
539,695,395,9,00:28:27 02/02/2010
540,961,847,1,01:45:24 02/02/2010
541,357,310,10,04:02:51 02/02/2010
542,565,525,6,05:50:44 02/02/2010
543,595,460,1,07:43:06 02/02/2010
544,800,380,1,09:39:04 02/02/2010
545,763,168,4,12:22:08 02/02/2010
546,958,947,7,13:32:16 02/02/2010
547,772,147,8,15:48:10 02/02/2010
548,741,213,8,17:59:01 02/02/2010
549,820,549,2,20:04:14 02/02/2010
550,884,517,5,22:39:14 02/02/2010
551,429,469,8,22:45:09 02/02/2010
552,699,595,3,01:23:56 02/03/2010
553,305,452,2,02:41:25 02/03/2010
554,987,752,7,03:12:15 02/03/2010
555,45,432,7,04:02:02 02/03/2010
556,783,574,1,05:07:54 02/03/2010
557,609,130,1,06:53:04 02/03/2010
558,549,923,10,07:35:15 02/03/2010
559,823,797,10,07:59:12 02/03/2010
560,862,704,3,09:58:58 02/03/2010
561,503,300,5,11:02:10 02/03/2010
562,353,749,7,11:29:15 02/03/2010
563,742,129,5,13:19:58 02/03/2010
564,295,425,1,13:54:27 02/03/2010
565,36,675,8,15:48:15 02/03/2010
566,804,957,9,16:59:56 02/03/2010
567,702,546,5,17:28:16 02/03/2010
568,898,865,8,18:33:22 02/03/2010
569,256,703,3,19:51:45 02/03/2010
570,187,7,3,21:05:16 02/03/2010
571,539,397,6,23:16:57 02/03/2010
572,660,724,2,00:00:22 02/04/2010
573,258,687,6,00:02:43 02/04/2010
574,871,805,9,02:24:28 02/04/2010
575,99,319,9,03:30:47 02/04/2010
576,919,996,5,06:04:50 02/04/2010
577,505,684,10,08:05:49 02/04/2010
578,759,563,4,08:15:49 02/04/2010
579,169,784,8,09:42:05 02/04/2010
580,429,421,7,09:50:12 02/04/2010
581,471,902,9,10:39:21 02/04/2010
582,594,791,3,12:00:59 02/04/2010
583,825,308,4,12:22:29 02/04/2010
584,522,494,5,13:16:49 02/04/2010
585,634,91,5,14:25:14 02/04/2010
586,341,148,8,14:35:20 02/04/2010
587,609,488,9,16:58:33 02/04/2010
588,298,354,2,19:39:08 02/04/2010
589,729,918,1,22:17:07 02/04/2010
590,806,604,2,00:49:48 02/05/2010
591,113,592,5,02:03:58 02/05/2010
592,216,435,1,03:47:01 02/05/2010
593,314,198,1,03:47:01 02/05/2010
594,724,313,9,04:33:25 02/05/2010
595,325,260,3,06:44:01 02/05/2010
596,12,843,4,09:19:22 02/05/2010
597,108,469,9,11:36:48 02/05/2010
598,321,584,6,13:08:10 02/05/2010
599,675,723,6,15:32:22 02/05/2010
600,199,568,6,18:02:27 02/05/2010
601,499,13,3,18:22:31 02/05/2010
602,752,167,1,19:14:46 02/05/2010
603,452,285,7,19:33:46 02/05/2010
604,675,867,7,20:20:06 02/05/2010
605,94,760,7,22:22:14 02/05/2010
606,581,755,2,00:40:43 02/06/2010
607,938,315,7,02:25:57 02/06/2010
608,630,456,9,03:29:53 02/06/2010
609,770,915,10,06:05:51 02/06/2010
610,591,456,3,07:08:28 02/06/2010
611,957,441,7,08:33:35 02/06/2010
612,6,302,10,10:48:43 02/06/2010
613,726,191,6,13:14:36 02/06/2010
614,147,599,1,15:49:55 02/06/2010
615,770,165,1,17:48:12 02/06/2010
616,211,343,7,18:48:44 02/06/2010
617,39,593,1,20:25:13 02/06/2010
618,610,136,4,21:59:45 02/06/2010
619,137,298,7,22:49:09 02/06/2010
620,697,524,7,01:27:35 02/07/2010
621,448,826,10,03:57:39 02/07/2010
622,572,828,3,06:13:07 02/07/2010
623,771,581,10,07:53:31 02/07/2010
624,566,71,9,08:31:11 02/07/2010
625,20,727,9,09:18:13 02/07/2010
626,519,8,9,10:42:37 02/07/2010
627,498,200,3,12:12:06 02/07/2010
628,868,785,9,14:40:21 02/07/2010
629,831,314,1,15:55:47 02/07/2010
630,432,112,7,17:46:52 02/07/2010
631,995,711,8,17:48:52 02/07/2010
632,501,99,2,17:49:07 02/07/2010
633,722,897,2,19:54:52 02/07/2010
634,130,355,10,21:00:30 02/07/2010
635,557,137,6,22:31:29 02/07/2010
636,591,909,6,00:24:14 02/08/2010
637,741,713,1,01:49:33 02/08/2010
638,529,443,10,04:07:57 02/08/2010
639,77,856,3,05:09:50 02/08/2010
640,239,776,4,05:39:19 02/08/2010
641,227,304,6,07:51:56 02/08/2010
642,871,495,6,08:18:51 02/08/2010
643,832,903,9,08:27:49 02/08/2010
644,370,963,5,08:38:12 02/08/2010
645,478,692,6,09:18:47 02/08/2010
646,264,768,1,11:13:25 02/08/2010
647,818,783,2,12:41:16 02/08/2010
648,806,153,4,13:38:52 02/08/2010
649,187,649,5,15:51:44 02/08/2010
650,525,911,5,18:28:50 02/08/2010
651,727,329,7,18:43:11 02/08/2010
652,359,719,2,19:21:40 02/08/2010
653,960,985,1,20:02:58 02/08/2010
654,367,715,9,20:37:03 02/08/2010
655,675,156,8,21:53:34 02/08/2010
656,862,44,8,22:00:37 02/08/2010
657,820,978,1,22:12:54 02/08/2010
658,501,748,5,23:53:37 02/08/2010
659,707,939,6,00:25:44 02/09/2010
660,151,586,10,01:29:22 02/09/2010
661,985,603,5,02:08:56 02/09/2010
662,860,738,3,04:20:25 02/09/2010
663,194,134,7,05:32:46 02/09/2010
